model,url,description,char_to_num
numbers_only_math_vision,https://drive.google.com/file/d/1hdRCBXIYLzbooTxN92mqxI0C0yiEI5hX/view?usp=sharing,Math vision model designed to only predict numerical figures and special characters (much more reliable),"{'101': 0, '120': 1, '123': 2, '124': 3, '125': 4, '33': 5, '35': 6, '36': 7, '37': 8, '38': 9, '40': 10, '41': 11, '42': 12, '43': 13, '44': 14, '45': 15, '46': 16, '47': 17, '48': 18, '49': 19, '50': 20, '51': 21, '52': 22, '53': 23, '54': 24, '55': 25, '56': 26, '57': 27, '58': 28, '59': 29, '60': 30, '61': 31, '62': 32, '63': 33, '64': 34, '88': 35, '91': 36, '93': 37, '94': 38, '95': 39, '97': 40}
"
